position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
-0.19344440997622603,0.32782790963312325,0.27949854787557804,-0.84942312487351,0.402564895165973,0.0605432937832173,-0.335792152511058
-0.21886713874972044,0.3266174861137784,0.2647254022758032,-0.8746399723986872,0.3764561033978331,0.030896701138662986,-0.3038603540373316
-0.2382903463015944,0.32485627003447026,0.25308920719026284,-0.8955441265175401,0.35358642561307635,0.00876658664875853,-0.2700009334069695
-0.2519103411299683,0.32365017823094616,0.24577217977957094,-0.912924813350545,0.33691378741891476,-0.007454428762679724,-0.23022123383332052
-0.2616822463729525,0.32370598169540993,0.241431065673711,-0.921616671329097,0.32996130725816786,-0.01639358025393363,-0.20366515992484677
-0.27039628312347014,0.3243427531666394,0.23638231528678735,-0.9288918502222389,0.32254314428321734,-0.022446385399575376,-0.18061564286931303
-0.27386716674035483,0.32710943184391383,0.22977861181889772,-0.9342366673282337,0.31812760134361967,-0.029758533954341675,-0.1584648489087678
-0.275123272280283,0.331063339019644,0.22063132971581656,-0.9377498299910497,0.3152232473963663,-0.0387193549989575,-0.14057159101721592
-0.27629138746527865,0.3339009750632342,0.21207690420511166,-0.9395893189330333,0.3125274789418138,-0.04557788453858971,-0.13198917794357184
-0.27745870139124007,0.3358125054436575,0.2031882063381122,-0.9411224573700033,0.3075805665068183,-0.05186401905997596,-0.1303565835243359
-0.28006348522434554,0.33811277715589355,0.19502933325497315,-0.9421242160665491,0.30494511633890986,-0.05116714546838228,-0.12958534155781812
-0.28265570401025086,0.3400927581203146,0.188709489685489,-0.9427358968788855,0.303927742718674,-0.048358419418839234,-0.1286017854199793
-0.2845376816872675,0.34113858939305086,0.18410594035179084,-0.9430916521624146,0.30328609444612525,-0.04679450842459835,-0.12808573112756738
-0.2857488544218423,0.3415731413821455,0.18019088055059895,-0.9431607825445132,0.3029265562449132,-0.046837196020772,-0.12841151373817974
-0.28637560990087124,0.3419421740226193,0.177498738271924,-0.9431695698338296,0.3028639000199813,-0.04653059999741611,-0.1286060802141036
-0.28692325365401616,0.3422907243834419,0.17620271701353463,-0.9433076997346759,0.3028078119699372,-0.04513605478470754,-0.12822148489908092
-0.2866309378255375,0.3424518797806527,0.1756621591091906,-0.9432603496066002,0.30304359889687316,-0.044794643305410976,-0.12813247035317155
-0.28625407968048916,0.34249351070054135,0.17509817032142475,-0.9430715421810644,0.30343920320164586,-0.04538935053654588,-0.12837648985094696
