position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
-0.13817465912016788,0.346502175265006,0.38157720854817984,-0.9321960788002871,0.3600842940446797,0.024361571430517405,-0.02750064888597703
-0.18653829114103446,0.34487356300493577,0.3555215381894633,-0.944287250524152,0.32485095193067587,0.04637212834432745,-0.025358888778667734
-0.22674226010925796,0.34001836345822783,0.33089271053802183,-0.950769003675442,0.30105478443534023,0.06999428004894706,-0.022474856596360893
-0.248952388201491,0.3372950947382884,0.31288764824244175,-0.9534488417748814,0.28958534365617017,0.08115683165846914,-0.022117945945163833
-0.26606868277021867,0.33582389619373315,0.29054674750402076,-0.955909656024482,0.2812854857825056,0.08088991369128196,-0.023917083230891947
-0.27862601539366916,0.33065056236824886,0.26698705515048704,-0.959625711043916,0.27058344388060324,0.07154611827117062,-0.0280044203921282
-0.2870871946893397,0.32711113831285227,0.2485065377836968,-0.962083737143503,0.2629176105138222,0.0659568006444039,-0.030313582012817485
-0.2927498479055869,0.32418832145157345,0.23158601725607386,-0.9638001834896196,0.25714498395404844,0.06300357437272561,-0.03156284443627545
-0.29308622349777946,0.3204057957786761,0.21742165280988635,-0.9644150806893306,0.256032028576974,0.056273065070201606,-0.03441648775452139
-0.2913514075794971,0.31851335301835304,0.2096089556617759,-0.9643782688571533,0.2566569362501212,0.053226657104220566,-0.03561873951014717
-0.28898443115873174,0.3164345327635386,0.20228892089621014,-0.9643183162481221,0.25679037884537476,0.05154661401346405,-0.038624252285093294
-0.2869979682253752,0.3149777027917068,0.19703912073230379,-0.9643229202741688,0.2568495638702025,0.0498051505853224,-0.04036154046564594
-0.2853279131294913,0.313939617193213,0.19373168764161522,-0.9643576765650759,0.2570828183580285,0.04694981640984867,-0.041453719907663
-0.28494091730648546,0.31388152037865796,0.19230369355751772,-0.9641580100902805,0.2572103708779071,0.05043822228094684,-0.04120852369035394
